customer_tweet_id,customer_text,response_tweet_id,response_text,customer_text_clean
1491772,@AmazonHelp I have spent an hour on hold with amazon this morning just so someone can look at why I have been charged for something I shouldn't. Great 👍,1491771.0,"@466440 Oh no, why were you on hold? ^AS",I have spent an hour on hold with amazon this morning just so someone can look at why I have been charged for something I shouldn't. Great 👍
2864691,"@AmazonHelp The first message I got was about checking my inbox for an email from Amazon - by the time I was able to check the code I receive had already expired. I still proceeded to with the two-step verification, double checked my account email and password and still won't work",2864690.0,@795684 We're here to help if we can! Are you receiving an error message when you try to sign in? ^TR,"The first message I got was about checking my inbox for an email from Amazon - by the time I was able to check the code I receive had already expired. I still proceeded to with the two-step verification, double checked my account email and password and still won't work"
2888181,@AmazonHelp Hey amazon about time u reply ....,2888180.0,"@800861 My apologies about the delay. Allow our support team to investigate this. You can report this here: https://t.co/R3EfhzgU8B. Also, please don't provide your order details as we consider it personal information. Our twitter page is visible to public. ^NK",Hey amazon about time u reply ....
809405,@AmazonHelp Won't be able to get to a post office for until weekend after this one. Just 😤 at the idiocy.,809404.0,"@312869 Sorry to see they arrived in this way! Please, check some return options here: https://t.co/csifwrnt25 if you'd like. ^JE",Won't be able to get to a post office for until weekend after this one. Just 😤 at the idiocy.
1272332,@AmazonHelp Now if only we had it a bit further north by my house...,1272331.0,"@417832 I'm glad we were able to be there for you, George! ^HS",Now if only we had it a bit further north by my house...
2482391,@AmazonHelp Oh I just sent my complaint. I better hear from someone ASAP. I'm livid. Unacceptable.....,2482389.0,@666718 with your details here:https://t.co/7Jh2EjHPTk and we will personally look into this for you. 2/2 ^SA,Oh I just sent my complaint. I better hear from someone ASAP. I'm livid. Unacceptable.....
539755,"@AmazonHelp Ich möchte nicht wissen, wie man die Einstellung vornimmt, ich möchte wissen ob die sie überhaupt existiert. Sie tat es seinerzeit NICHT. Wäre faszinierend mal eine klare Antwort auf eine klare Frage zu erhalten statt einer Antwort auf eine Frage die nicht gestellt wurde.",539757.0,"@245182 Alex, wenn du ihn wieder hast, stell bitte die Frage einfach erneut. Wir beantworten dir das dann selbstverständlich gerne noch einmal 🤠🤗😘 ^AS","Ich möchte nicht wissen, wie man die Einstellung vornimmt, ich möchte wissen ob die sie überhaupt existiert. Sie tat es seinerzeit NICHT. Wäre faszinierend mal eine klare Antwort auf eine klare Frage zu erhalten statt einer Antwort auf eine Frage die nicht gestellt wurde."
1800789,@AmazonHelp Ok. Thanks for you help. 😉,1800788.0,@541087 We'd like to take a further look. Please contact our Customer Service here: https://t.co/beR78zMMYB. ^JQ,Ok. Thanks for you help. 😉
2290812,@AmazonHelp I’ve done it now. Hopefully it will help other customers in the future...,2290811.0,@500379 Hey Miguel. Apologies again. Did you have the chance to leave feedback via the email confirming the refund? ^TP,I’ve done it now. Hopefully it will help other customers in the future...
378521,@AmazonHelp I honestly don’t recall that option but going forward should I chose one over the other? didn’t think it’d be this complicated to use 😕,378520.0,"@205822 During the checkout process, was there an option to ""ship items as available"" or ""ship items together?"" ^EP",I honestly don’t recall that option but going forward should I chose one over the other? didn’t think it’d be this complicated to use 😕
2830645,@AmazonHelp Yes it’s here https://t.co/Ulr228cLEZ,2830644.0,@752254 Do you care to provide us the link to the product's detail page so we can review the item and the shipping options available? ^AV,Yes it’s here https://t.co/Ulr228cLEZ
1277433,@AmazonHelp Try your best before coming to conclusions.,1277435.0,@137095 promise a faster delivery. We'd appreciate your understanding. 2/2 ^MA,Try your best before coming to conclusions.
2379816,@AmazonHelp ご丁寧なご連絡ありがとうございます。検索でも色々見ましたが、こういうの増えてるんですね。困りますね。支払いに関することをSNSで送るはずがないとわかっていても少し驚いてしまいました。知人にも注意を促すようにしたいと思います。,2379817.0,@686232 お分かりかとは存じますが、Amazonからそのようなメッセージはお送りしておりません。＊SMSにてお客様にご連絡することはございません。Amazonを騙るEメールやSMSが増えているようですので、今後も引き続きご注意くださいませ。 TN,ご丁寧なご連絡ありがとうございます。検索でも色々見ましたが、こういうの増えてるんですね。困りますね。支払いに関することをSNSで送るはずがないとわかっていても少し驚いてしまいました。知人にも注意を促すようにしたいと思います。
2216603,"@AmazonHelp Tut mir leid, aber nein, ich sage dazu nichts mehr. Ihr werdet zuviel zutun haben, um Euch an mich zu erinnern, aber wir standen in den letzten Wochen mehrmals in Kontakt, da dieses Spielchen schon seit Monaten so geht. Und es hat sich nichts geändert, gar nichts!",2216602.0,"@176510 Tut mir leid, dass es hier zu einer Verzögerung gekommen ist. Solltest du bis heute keine Versandbestätigung erhalten, sei so lieb und melde dich bitte bei uns: https://t.co/mJP0zG0MEK Ganz liebe Grüße ^TG","Tut mir leid, aber nein, ich sage dazu nichts mehr. Ihr werdet zuviel zutun haben, um Euch an mich zu erinnern, aber wir standen in den letzten Wochen mehrmals in Kontakt, da dieses Spielchen schon seit Monaten so geht. Und es hat sich nichts geändert, gar nichts!"
2722177,@AmazonHelp Ah ok. Haven’t used a new card recently tho. I’ll keep an eye on it. Thanks,2722176.0,@763722 Have you placed an order lately? Sounds like it might be an authorization: https://t.co/1uSYWuH8EU ^AF,Ah ok. Haven’t used a new card recently tho. I’ll keep an eye on it. Thanks
294825,@AmazonHelp what is this? why are you harassing me? last email recieved on friday. attaching the screenshot. if u have to say  something u can say here. https://t.co/7Frg05kIY5,294824.0,"@186217 You should have received an email from us to the account which is registered with Amazon, please check and revert. ^HN",what is this? why are you harassing me? last email recieved on friday. attaching the screenshot. if u have to say something u can say here. https://t.co/7Frg05kIY5
47857,@AmazonHelp Vendido y enviado por Amazon.,47858.0,"@126702 Hola Jonathan, lamento mucho lo que nos comentas. ¿El producto era vendido y enviado por Amazon o por un vendedor externo? ^LG",Vendido y enviado por Amazon.
2219884,"@AmazonHelp But that isn't going to happen. I know you don't care, I am nobody at all, but in my very dark world, my daughter was trying to spark a little light, and you took that away from her, and disappointed me so very much.",2219883.0,@648427 Hello! Without posting any account information can you explain your query in more detail? We'll be happy to help! ^CN,"But that isn't going to happen. I know you don't care, I am nobody at all, but in my very dark world, my daughter was trying to spark a little light, and you took that away from her, and disappointed me so very much."
380753,@AmazonHelp Yes I bought a perfect.multi-gym for my husband and it’s is missing parts and not as shown on the picture on the box or manual. I complained,380750.0,"@206313 Sorry you feel that way Bonni- Without providing personal info, can you tell us a bit more on what happened? Thank you ^NV",Yes I bought a perfect.multi-gym for my husband and it’s is missing parts and not as shown on the picture on the box or manual. I complained
1232161,@AmazonHelp This isn’t working.. it’s not showing any recent orders,1232160.0,"@122485 I am so sorry your order is late, Amber! Please contact us via phone or chat here: https://t.co/VxGUT54Dbk ^BE",This isn’t working.. it’s not showing any recent orders
684715,@AmazonHelp Still waiting for update.,684721.0,@283430 As you've shared your details. We'll check with it and get back to you with an update at the earliest. ^KH,Still waiting for update.
191787,"@AmazonHelp ""Mögliche Verzögerung bei der Auslieferung wegen Fehlleitung."" Scheinbar hat jetzt @124285 übernommen, da @122924 unfähig ist.",191786.0,"@161068 Ohje, was steht denn in der Sendungsverfolgung? Liebe Grüße ^AN","""Mögliche Verzögerung bei der Auslieferung wegen Fehlleitung."" Scheinbar hat jetzt übernommen, da unfähig ist."
74582,@AmazonHelp Why do you require my Aadhar card details for your investigation? For a fraud committed by your seller why should I put my privacy at risk?,74580.0,"@132443 That's quite a comment, we'd like to take a closer look into this. Please drop in your details here: https://t.co/GIJyeYqKE0 and we'll look into this. ^SU",Why do you require my Aadhar card details for your investigation? For a fraud committed by your seller why should I put my privacy at risk?
1488711,@AmazonHelp When. I want my product today only.,1488712.0,"@465794 Apologies, we are working on it. We'll get back to you soon with an update. ^SI",When. I want my product today only.
2744173,@AmazonHelp Si el día que se comunicaron conmigo les dije de este inconveniente,2744172.0,"@768583 Hola Manu, sentimos lo ocurrido. ¿Has reportado lo que indicas con nuestros compañeros de Soporte al Cliente? ^DA",Si el día que se comunicaron conmigo les dije de este inconveniente
63884,"@AmazonHelp 'Wait' - and if I don't see any progress in a few days then to source from elsewhere. That is great because obviously under Subscribe and Save I will not be able to cancel the order anyway!

It 'might' get to me tomorrow, which is the date it has been due all month. https://t.co/36m8QJxx1Z",63885.0,"@130675 I am sorry to hear this Darren. Can I ask, what resolution was offered to you please?^GA","'Wait' - and if I don't see any progress in a few days then to source from elsewhere. That is great because obviously under Subscribe and Save I will not be able to cancel the order anyway! It 'might' get to me tomorrow, which is the date it has been due all month. https://t.co/36m8QJxx1Z"
643746,@AmazonHelp See i am right. It's been 1.5 hrs and no response. Such a stupid company and stupid employees. @115850 @115851 @1840,643743.0,@272837 We'll get back to you at the earliest and assist you accordingly. ^VR,See i am right. It's been 1.5 hrs and no response. Such a stupid company and stupid employees.
1331173,@AmazonHelp @ since last 22 days u ppl r looking the matter only &amp; not looking to solve it !! who is the worthless CS Manager @115850 ??,1331172.0,"@210089 If you've replied to our email correspondence, we'll look into it and get back to you soon. Appreciate your patience. ^MO",@ since last 22 days u ppl r looking the matter only &amp; not looking to solve it !! who is the worthless CS Manager ??
2769744,@AmazonHelp Safe place was setup for both parcels (different accounts) one parcel was worth almost £300!,2769743.0,@555228 I'm sorry your parcel was left like that! We'd like to make sure this doesn't happen again. Do you have your safe place set-up? You can do so by visiting us here: https://t.co/ByuMd1t3MP ^TK,Safe place was setup for both parcels (different accounts) one parcel was worth almost £300!
264772,"@AmazonHelp Again,prod markd as delivrd bt i havnt received it.@115850 @115821 making it worse now.",264775.0,"@179073 We're working on it, will communicate with you very soon. ^MP","Again,prod markd as delivrd bt i havnt received it. making it worse now."
246952,@AmazonHelp this was filled yesterday as well..tell me bere what details do u required,246950.0,@174664 https://t.co/MlhzIK8A3D so that we can get in touch with you soon. (2/2) ^VM,this was filled yesterday as well..tell me bere what details do u required
2299534,@AmazonHelp Yes sent a message in.  Bit of a pain,2299533.0,@123381 Were you able to reach out to us using the link sent by AB? We would love to look into this with you. ^DD,Yes sent a message in. Bit of a pain
2279717,@AmazonHelp Lost package from Thursday containing critically needed business item. CSR offered refund within an hour so I could order a replacement.,2279716.0,"@662768 This certainly isn't the impression we'd like to leave with our customers! Without sharing account/personal details, can you please tell us what's going on? We'd love to help out in any way we can. ^WJ",Lost package from Thursday containing critically needed business item. CSR offered refund within an hour so I could order a replacement.
1727864,@AmazonHelp I will report this issue to ur team on call but they can't rectified I am totally disappointed,1727863.0,"@522510 Have you reported this to our support team? If no, please contact us here: https://t.co/vlvfJr4nN9 so we can assist you.^PJ",I will report this issue to ur team on call but they can't rectified I am totally disappointed
1402153,@AmazonHelp Cheers. I'll call now.,1402152.0,@350503 Oh no! This was unexpected. We can look into available options by phone with you: https://t.co/hApLpMlfHN ^KJ,Cheers. I'll call now.
865672,@AmazonHelp Yes but can’t down load anything,865671.0,"@325576 I'm sorry for the trouble! Just to clarify, are you trying to play music on your Echo with a subscription? ^KP",Yes but can’t down load anything
385930,@AmazonHelp Thank you so much for the response JZ! I've submitted via the link.,385929.0,"@207368 Sorry about that, Melissa! A specialist from my team would like to reach out to you directly: https://t.co/DFGmfGTvHc ^JZ",Thank you so much for the response JZ! I've submitted via the link.
2735625,"@AmazonHelp Sadly, every time I try this, I get some scripted answer followed by: Did this solve your problem/issue?",2735623.0,"@766647 I definitely understand your concern, and I'm terribly sorry you've had this experience! We'd like to look into this further with you. Please reach out to us here: https://t.co/hApLpMlfHN so we can investigate this matter! ^VB","Sadly, every time I try this, I get some scripted answer followed by: Did this solve your problem/issue?"
850182,@AmazonHelp @227732 We've had the same issue with the Untold: the Daniel Morgan Murder book on Amazon.,850180.0,@227732 Hey Tim. Please forward your details - https://t.co/tkLCr7DNil we'd like to investigate further. ^TP,We've had the same issue with the Untold: the Daniel Morgan Murder book on Amazon.
247005,@AmazonHelp I'm Abhishek from Amazon.in Social Media Escalations Team.I request you to  wait for 24-48 hours for the delivery.waiting again @115851,247003.0,"@174678 Have you filled the form provided earlier? If not, please do and we'll get this sorted at the earliest. ^PB",I'm Abhishek from Amazon.in Social Media Escalations Team.I request you to wait for 24-48 hours for the delivery.waiting again
2364621,"@AmazonHelp I’d be happy to, but the past two hours online have taken up my evening now. Maybe another time.",2364622.0,"@682692 Mark, I am so sorry you have had this experience! Can you tell me more about the situation? We are here to help! ^DJ","I’d be happy to, but the past two hours online have taken up my evening now. Maybe another time."
941365,@AmazonHelp Yes you have missed the promised delivery date! And no one can give me a reasonable answer as to why!,941364.0,"@343168 Sorry for the poor experience, Thomas. Have we missed the promised delivery date found in your order confirmation e-mail? ^AB",Yes you have missed the promised delivery date! And no one can give me a reasonable answer as to why!
486642,@AmazonHelp Positioned either side of a pair of headphones and a garden high pressure washer &gt; https://t.co/YYuBhOoXl9,486641.0,@230807 Oh? That doesn't belong there! Will you link us to the offering on our website so we can investigate further? ^CS,Positioned either side of a pair of headphones and a garden high pressure washer &gt; https://t.co/YYuBhOoXl9
440062,@AmazonHelp Yes I checked that but I want someone to call me. I don't want to play this mail mail thing. What about my other products?,440061.0,@219445 May I know if you have checked the correspondence here: https://t.co/DTSNmGldJf? ^BS,Yes I checked that but I want someone to call me. I don't want to play this mail mail thing. What about my other products?
2811782,@AmazonHelp They have been dispatched on Monday and all day yesterday it say the items are 'on the way'. Today I'm seeing this: https://t.co/Hprd0YILvB,2811781.0,"@784065 Apologies Olga. Have your orders dispatched? If so, what carrier has been assigned? Have we missed the delivery date provided to you in the confirmation email sent when you initially placed the order? ^TP",They have been dispatched on Monday and all day yesterday it say the items are 'on the way'. Today I'm seeing this: https://t.co/Hprd0YILvB
890896,@AmazonHelp I have already dropped it.@AmazonHelp don't fool me.if u really want too solve my issue than do something from ur side.,890895.0,"@328204 Sorry about that, Aditya. Please drop your details here: https://t.co/beaaDm0muc and I’ll contact you at the earliest ^NK",I have already dropped it. don't fool me.if u really want too solve my issue than do something from ur side.
1314375,"@AmazonHelp Ah bon, c'est la première fois que je vois ça, surtout pour un jeu vidéo.. Un temps supplémentaire de traitement. Mdr",1314374.0,"@208983 Il arrive souvent qu'un article ne soit pas disponible en 1 jour, quand ce dernier nécessite un délai de traitement supplémentaire","Ah bon, c'est la première fois que je vois ça, surtout pour un jeu vidéo.. Un temps supplémentaire de traitement. Mdr"
701485,@AmazonHelp Je l'ai signalé pour la première commandé mais pas pour la deuxième... Je vais pas passé mes soirées avec votre SAV 😧,701486.0,"@287448 Bonjour, je suis sincèrement navrée d'apprendre cela 😓 L'avez-vous signalé à notre SAV?^FT",Je l'ai signalé pour la première commandé mais pas pour la deuxième... Je vais pas passé mes soirées avec votre SAV 😧
1760557,@AmazonHelp @AmazonHelp it didn't turn up :(,1760555.0,@529873 Delivery can still occur up until 21:00. Please keep us updated on its delivery! ^MH,it didn't turn up :(
1421340,"@AmazonHelp No, they never delivered. I got a refund through yourselves but the seller just ignored all my emails.",1421339.0,"@432458 Hi, you can leave Seller feedback: https://t.co/z8KDwiRBlo. Are you waiting on a delivery? ^JJ","No, they never delivered. I got a refund through yourselves but the seller just ignored all my emails."
179377,@AmazonHelp Now i'm unable to contact ur customer care bcz the order return date had been expired now nd sti i did not get my order.,179376.0,"@158262 As requested, please wait and we'll revert with an update. ^HK",Now i'm unable to contact ur customer care bcz the order return date had been expired now nd sti i did not get my order.
1220876,@AmazonHelp I don’t have a username and password because I don’t even have an account? Is there another way I can contact you,1220877.0,@406468 I'm sorry to see this! We'd like to look into this with you further! Please reach out to us here: https://t.co/JzP7hlA23B ^ME,I don’t have a username and password because I don’t even have an account? Is there another way I can contact you
1226530,"@AmazonHelp It's 1.33 am right now, I'll answer the letter you sent me the first thing in the morning. Don't let me down, I don't wanna lose u! 💔😓",1226528.0,"@407748 I shall return or the refund I shall process. Whichever the path maybe, destiny  will be ours. (2/2) ^GD","It's 1.33 am right now, I'll answer the letter you sent me the first thing in the morning. Don't let me down, I don't wanna lose u! 💔😓"
1095324,@AmazonHelp Nope I don’t really use amazon that much,1095323.0,"@378474 Have you used ""check out with https://t.co/nUUp5MLhYl"" on another retail website? ^MJ",Nope I don’t really use amazon that much
965155,@AmazonHelp I have got a reply stating that he is the only person who will deal with my complaint and he will not escalate ot further? How is that?,965154.0,"@326613 If the resolution provided wasn't up to your expectation, you can choose to write back to our correspondence. ^CB",I have got a reply stating that he is the only person who will deal with my complaint and he will not escalate ot further? How is that?
1370180,"@AmazonHelp I could've gone out and bought it today, just annoying I have to wait until Monday, never had this problem before with pre-order",1370179.0,@438937 I apologize for the late order. Please reach out to us here and we'll be glad to investigate:  https://t.co/JzP7hlA23B ^FJ,"I could've gone out and bought it today, just annoying I have to wait until Monday, never had this problem before with pre-order"
2115572,"@AmazonHelp Have chatted. It seems your internal system reports different dates to what customers see (they could see it offering Friday, whereas I can still see Thursday). Never mind, worse things happen.",2115568.0,@623659 I'm sorry for the frustration! Does the item still say the same thing? Can you please link us to it so we can take a look? ^AC,"Have chatted. It seems your internal system reports different dates to what customers see (they could see it offering Friday, whereas I can still see Thursday). Never mind, worse things happen."
397299,@AmazonHelp It was happened on 22 Oct but yet i have not received payment for of refund,397298.0,"@210090 That is unusual, Bhupendra. Please reach out to us via: 
https://t.co/Z8NV4thXFF and we will investigate on this. ^KS",It was happened on 22 Oct but yet i have not received payment for of refund
835140,@AmazonHelp Nope. Please provide me the link,835139.0,@318840 Have you reverted our email with your request for call back? ^HA,Nope. Please provide me the link
719909,@AmazonHelp This was shipped by Amazon,719908.0,"@292294 Thanks for reaching out. Was this order shipped by Amazon, or a third-party seller: https://t.co/q4LAMZ3tbE? ^GG",This was shipped by Amazon
2386400,@AmazonHelp Sent you a DM explaining the situation. Ultimately I’m hoping to be properly compensated for the unprofessionalism and the waste of my time.,2386399.0,@398508 Sorry to hear it- Without providing personal info can you explain further what happened? Has this since been resolved? ^NV,Sent you a DM explaining the situation. Ultimately I’m hoping to be properly compensated for the unprofessionalism and the waste of my time.
1170133,"@AmazonHelp Thanks
If this is a festival time then u must keep same exchange prices for all 4 days.
I thought to buy on 15 but offer gone.

Now cant buy",1170131.0,"@395222 prices keep fluctuating. However, I'll forward feedback with our internal teams for review. 2/2 ^HD",Thanks If this is a festival time then u must keep same exchange prices for all 4 days. I thought to buy on 15 but offer gone. Now cant buy
2304434,@AmazonHelp Still showing out for delivery from yesterday.,2304433.0,"@668629 My apologies for the frustration! Does the tracking reflect that it will go back out for delivery today, or what status does it show at this time? You can find your tracking here: https://t.co/aaDyEz1VgE ^KN",Still showing out for delivery from yesterday.
783263,"@AmazonHelp Thanks.
You have an efficient speedy delivery service. Keep it up. Really!",783262.0,@296765 The orders are shipped and mapped for the delivery based on the estimates. Your order should be delivered accordingly. ^YP,Thanks. You have an efficient speedy delivery service. Keep it up. Really!
1258280,@AmazonHelp There’s no use of connecting when I have already thrown away that useless empty ink bottle. Return n refund is just fake attempts,1258277.0,@414841 Kindly connect with us via the above link. We'll check this for you. ^SG,There’s no use of connecting when I have already thrown away that useless empty ink bottle. Return n refund is just fake attempts
1783463,"@AmazonHelp This is my email heading https://t.co/8RkO3rbozt I can't watch videos right now, have 3 kids that need me",1783462.0,"@535851 e-mail is ours. If not, please report to our team here: https://t.co/jbV2eEvzCb 2/2 ^GG","This is my email heading https://t.co/8RkO3rbozt I can't watch videos right now, have 3 kids that need me"
916005,@AmazonHelp Et comment je le relance??,916004.0,"@337487 Bonjour, je suis désolée pour cela. Je vous invite à relancer notre SAV. ^SM",Et comment je le relance??
2350901,@AmazonHelp I ordered it on Saturday and played extra for delivery today. Got the games but no console to play them on 😢,2350899.0,"@679473 I'm sorry we've let you down, Andy! What does the current tracking status indicate here: https://t.co/aaDyEz1VgE? Please let us know! ^FD",I ordered it on Saturday and played extra for delivery today. Got the games but no console to play them on 😢
2291441,"@AmazonHelp @120781 i cancelled an order and @115850  says refunded, @102949 says not received. I lost the money.",2291440.0,@665514 Upon checking I see that we haven't received your details yet. Kindly request you to fill in your details here: https://t.co/beaaDm0muc and we’ll contact you soon. ^MN,"i cancelled an order and says refunded, says not received. I lost the money."
341603,@AmazonHelp Return with their courier man,341601.0,@119904 Request you to kindly check https://t.co/7jnHzh2I1G for more info on return shipping. (3/3) ^SV,Return with their courier man
1287014,@AmazonHelp Hmmm okay but why when the official @26523 website sell it for 650 rupees you guys are sell them for rupees 2000 to 5000 is my question,1287013.0,"@406984 you the lowest price, may result in fluctuations in our prices over time. ^NR 2/2",Hmmm okay but why when the official website sell it for 650 rupees you guys are sell them for rupees 2000 to 5000 is my question
500868,@AmazonHelp I have been in touch. It was suggested that it was someone I know incurring the charges which has been confirmed that is not the case. I still continue to be charged and have heard nothing about a refund of the stolen money,500869.0,"@234636 Hi Luke, sorry to hear this. Have you been in touch about this? If so, what was advised? ^TP",I have been in touch. It was suggested that it was someone I know incurring the charges which has been confirmed that is not the case. I still continue to be charged and have heard nothing about a refund of the stolen money
465141,@AmazonHelp 👍thanks for responding so quickly,465142.0,@225637 The Online Returns Center allows gift recipients to return items even if the order wasn't marked as a gift when it was purchased. More info: https://t.co/ohz4GWydWX ^EP,👍thanks for responding so quickly
1176255,@AmazonHelp I want it there tomorrow or the day after the latest. The birthday is tomorrow - happy to pay extra to bump the service,1176254.0,"@396693 Fear not! If the parcel is not received by the 27th let us know, we are here to help! ^CH",I want it there tomorrow or the day after the latest. The birthday is tomorrow - happy to pay extra to bump the service
535153,@AmazonHelp I didn’t receive any estimation charges when I had placed the order on @115830 . I was only shown the postage and packing charges .,535152.0,"@243957 Hi, you would receive the best estimation of charges in checkout, this can vary: https://t.co/RvVM5rW8Y5 ^TS",I didn’t receive any estimation charges when I had placed the order on . I was only shown the postage and packing charges .
561624,"@AmazonHelp Looks like I've lost you, again. Getting real impatient with this.",561622.0,"@249652 This last time you received the damaged item, what info/options were we able to provide? ^JM","Looks like I've lost you, again. Getting real impatient with this."
2515819,@AmazonHelp I’m sure there’s a logical reasoning behind it but it’s a bit much to offer it as “one day” when it’s actually not and you offer plenty of items that actually are. 👏🏼,2515818.0,@716684 I'm sorry for the frustration! One-day shipping refers to the transit time and does not include extra time we may need to process your order. Here is some more information on how we calculate your delivery date: https://t.co/2GhNZeQqx3 ^TN,I’m sure there’s a logical reasoning behind it but it’s a bit much to offer it as “one day” when it’s actually not and you offer plenty of items that actually are. 👏🏼
2721782,@AmazonHelp I hv already updated on the given link yesterday,2721781.0,"@147817 We haven't received your details yet, please drop in your details in the link provided earlier and we will help you. ^AH",I hv already updated on the given link yesterday
497265,"@AmazonHelp Thanks, but looked at that yesterday. XDA recommended letting it drain flat, charging to full and rebooting. Failing that, factory reset from recovery mode. Can't access menu/settings/factory reset as I can't access it. :(",497264.0,@233666 Oh no! Sorry to hear you're having trouble with your Kindle Fire! Please visit us here for some troubleshooting steps to try: https://t.co/uC1WfRzEYC ^RB,"Thanks, but looked at that yesterday. XDA recommended letting it drain flat, charging to full and rebooting. Failing that, factory reset from recovery mode. Can't access menu/settings/factory reset as I can't access it. :("
167889,"@AmazonHelp 50 anos de feminismo no Brasil, Argentina e Chile;
Futebol ao sol e à sombra;
Dias e noites de amor e de guerra;
Las venas abiertas de américa latina;
Mitos, emblemas e sinais;
comida de bebê;
Análise do discurso! Ufa...",167887.0,@155060 Nossa 😱 são muitos livros ! Parabéns !! Quais livros você comprou e qual deseja ler mais 📚? ^AG,"50 anos de feminismo no Brasil, Argentina e Chile; Futebol ao sol e à sombra; Dias e noites de amor e de guerra; Las venas abiertas de américa latina; Mitos, emblemas e sinais; comida de bebê; Análise do discurso! Ufa..."
2899649,"@AmazonHelp Welp, that didn’t do anything. I’m just going to cancel the order - I don’t see why I should keep waiting while it’s literally sitting on store shelves. https://t.co/TL30FXx411",2899648.0,@375898 You're most welcome! :) ^AP,"Welp, that didn’t do anything. I’m just going to cancel the order - I don’t see why I should keep waiting while it’s literally sitting on store shelves. https://t.co/TL30FXx411"
1245892,"@AmazonHelp NECESITO POR FAVOR SU AYUDA,  EL PEDIDO DE HOY ESTA IDENTIFICADO CON LA ORDEN 112-6828657-7982640, YO NO HICE ESE PEDIDO.",1245893.0,"@412278 Hola, Mirli. Lamento lo ocurrido. ¿Qué te indicaron nuestros colegas de Servicio al Cliente? ^CR","NECESITO POR FAVOR SU AYUDA, EL PEDIDO DE HOY ESTA IDENTIFICADO CON LA ORDEN 112-6828657-7982640, YO NO HICE ESE PEDIDO."
778961,"@AmazonHelp Do you really know what 1-day delivery service mean? The system showed ""Delivery by 9pm"" until the last minute and then said ""delay 1-2 day""",778959.0,@306027 Thanks for confirming- Has an updated delivery date been provided to you? Was a reason provided for the change in delivery? ^NV,"Do you really know what 1-day delivery service mean? The system showed ""Delivery by 9pm"" until the last minute and then said ""delay 1-2 day"""
149096,@AmazonHelp Day before yesterday and supposed to come today.,149095.0,"@149972 Oh! I'm sorry that the carrier hasn't picked up your parcel yet, Kelly! Can you tell me when the return was initiated? ^FR",Day before yesterday and supposed to come today.
1252202,"@AmazonHelp I couldn't find any support system in the app, so I tweeted the issue directly to you.",1252201.0,@413738 Apologies for the delay. May I know if you've reported this to our support team? ^EM,"I couldn't find any support system in the app, so I tweeted the issue directly to you."
275193,@AmazonHelp Then stop encouraging 'customers' to sell old books on Amazon. I only fell for it because I thought I'll get the same seemless experience.,275190.0,"@161902 As a part of customer service, we'll not be able to address any seller related concerns. (1/2)",Then stop encouraging 'customers' to sell old books on Amazon. I only fell for it because I thought I'll get the same seemless experience.
2571878,"@AmazonHelp ya he tramitado la devolución, pero lo que más me fastidia es que no ponía nada de que le faltarían las esponjillas, y el tiempo que voy a tener que perder en ir a correos a devolverlo, y claro esperar la devolución del dinero...",2571877.0,"@729308 Hola, lamentamos mucho el inconveniente con los auriculares. ¿El producto fue vendido y enviado por Amazon o por un vendedor externo? ^AA","ya he tramitado la devolución, pero lo que más me fastidia es que no ponía nada de que le faltarían las esponjillas, y el tiempo que voy a tener que perder en ir a correos a devolverlo, y claro esperar la devolución del dinero..."
1615580,@AmazonHelp Jeff Bezos is not going to succeed if he is continuing to loot people money!,1615577.0,"@164808 If you've responded to us, we'll check and get back to you with a correspondence. I request you to please wait.",Jeff Bezos is not going to succeed if he is continuing to loot people money!
2236255,@AmazonHelp iPhone 📱 I don't have alternative,2236258.0,"@652176 To confirm, what device are you currently using while trying to access the Amazon app? Have you tried using a different mobile device? ^WM",iPhone 📱 I don't have alternative
2199056,"@AmazonHelp I️ guess prime video streaming doesn’t work,",2199055.0,@643195 I'm sorry to hear that! Have you tried the troubleshooting steps listed here: https://t.co/xnsPkIpg2K? Let us know if these help! ^TN,"I️ guess prime video streaming doesn’t work,"
1730724,@AmazonHelp @522968 Sorry doesn't cut it you bunch of muppets,1730723.0,@522968 Sorry about the delay! Were you advised when the order will arrive?^CD,Sorry doesn't cut it you bunch of muppets
1500634,"@AmazonHelp so that's good but in my experience USPS delivery is seamless. no notes left, no phone calls to be made, no time wasted. packages just come.",1500631.0,"@468407 I'm sorry to hear you're having troubles with a carrier! Have you contacted them to investigate? If so, what was advised? ^FR","so that's good but in my experience USPS delivery is seamless. no notes left, no phone calls to be made, no time wasted. packages just come."
153652,"@AmazonHelp I followed the link sent and wrote my queries out. was sent via the website.
Email updates - 
21st @ 23.56 to say product is dispatched due for delivery on 22nd",153653.0,"@151172 When you reached out to us via phone or chat, what options were provided? Also, have you received any email updates regarding your order? ^TE",I followed the link sent and wrote my queries out. was sent via the website. Email updates - 21st @ 23.56 to say product is dispatched due for delivery on 22nd
1065157,@AmazonHelp I brought this bed up two flights of stairs piece by piece only to not be provided instructions. I just would like a refund.,1065156.0,"@371480 Have you contacted us by phone or chat: https://t.co/hApLpMlfHN? If so, what options were given? ^KB",I brought this bed up two flights of stairs piece by piece only to not be provided instructions. I just would like a refund.
