tweet_id,author_id,created_at,text,final_intent
1631035,499182,Tue Oct 17 12:47:32 +0000 2017,@AmazonHelp I have spoken to customer service.This isn’t the first time Amazon Logistics have lied about a delivery.I don’t deal with ppl I can’t trust,complaint_or_escalation
2418753,694941,Sun Oct 29 12:58:27 +0000 2017,"@AmazonHelp I don’t know but customer service told me it’s a third party item!
Does this mean to not buy if it is a third party item, as it is highly unreliable??",product_issue
2798306,780757,Tue Nov 21 23:12:06 +0000 2017,@AmazonHelp But this is what the front of my door actually looks like. https://t.co/dGvEhvgc2o,other
2282465,415017,Sat Nov 11 21:44:38 +0000 2017,"@AmazonHelp It’s a Mac book air - is it compatible please? Trying to watch tabooo! Tom
Hardy has a lovely face but I’d love to know what he’s saying too! https://t.co/M7ClJrwmRD",technical_support
880951,329181,Fri Nov 03 07:57:00 +0000 2017,@AmazonHelp I know but trust me u should change the courier service provider of this location they are just horrible,complaint_or_escalation
284393,183737,Fri Oct 06 15:36:26 +0000 2017,@AmazonHelp Thanks for the gift but I would like to know the sender details. How do I get it? I have received 3 such parcels as gifts.,other
1119221,295783,Sun Oct 15 12:55:13 +0000 2017,"@AmazonHelp As per the correspondence, the reverse pickup of the defective TV was supposed to done by 12 Oct. It's still not done.",return_or_cancellation
138090,147107,Fri Nov 24 10:36:04 +0000 2017,@AmazonHelp In stock yes. I am in no hurry but I liked the original phone msg about delivery times.,delivery_issue
2408699,692613,Tue Nov 14 15:58:18 +0000 2017,@AmazonHelp Oui j’ai commandé un tourne disque il y’a maintenant deux semaine et la commande ne cesse de retarder,delivery_issue
502428,235032,Sat Dec 02 05:22:16 +0000 2017,"@AmazonHelp YOU UNDERSTAND MY CONCERN???? Where the hell is my damn package? None of your systems work for this. What a bunch of liars. What can I do, pick a time to call your premium number. Go flip yourselves. You just lie, and wait.",complaint_or_escalation
1474666,462327,Thu Nov 02 22:23:10 +0000 2017,"@AmazonHelp I will be happy to pay any extra cost for speedy delivery..
I am sure you guys can do something or other , please Amazon",delivery_issue
2192314,349279,Thu Nov 09 21:02:55 +0000 2017,"@AmazonHelp Placed order yesterday for in stock item, 2 day free prime shipping. Order email came, looked at it today said delivery on the 15th. Called CS, to ask why this happen since I gave a friend the link to the item and he ordered 3 hours later and his shipped last night. 1/2",delivery_issue
2680368,754114,Tue Oct 31 21:06:47 +0000 2017,"@AmazonHelp Just received confirmation that it'll be delivered tomorrow, not today. I paid for 1 day shipping.",delivery_issue
856029,323282,Thu Oct 19 15:35:36 +0000 2017,@AmazonHelp Heres the order from yesterday using that email https://t.co/VGDbysDf5o,payment_or_billing
130782,145526,Fri Nov 24 07:07:42 +0000 2017,@AmazonHelp Keep placing order for these 3 items and then I refresh and then it cancels the order https://t.co/FF6hP9pwub,product_issue
222397,169115,Wed Nov 15 15:16:44 +0000 2017,"@AmazonHelp Alors en fait j'ai déjà eu l'occasion d'acheter des livres sur Amazon et la livraison coûtait 0,01€, mais là je m'apprêtais à commander un livre à 8€ et la livraison me coûte 7€ 😕 c'est normal ?",other
2049828,125513,Wed Oct 18 23:24:16 +0000 2017,@AmazonHelp Third party,other
823137,316081,Fri Oct 13 06:48:29 +0000 2017,@AmazonHelp Sold and fulfilled by Amazon.,other
476190,228194,Fri Dec 01 11:08:29 +0000 2017,"@AmazonHelp wär nett, danke :)",other
300538,187655,Fri Oct 06 20:35:14 +0000 2017,@AmazonHelp It was from amazon.es but i'm in france (and it actually shipped from france anyways),technical_support
163469,153811,Fri Nov 24 20:29:49 +0000 2017,@AmazonHelp I’m trying to add digital movies to my Amazon Videos and your system is so backwards I’ve accidentally bought two movies.  Customer service already refunded me but it’s ridiculous how difficult this is.,refund
990774,140221,Sat Oct 14 11:27:57 +0000 2017,@AmazonHelp @115851 @115850 replacement refund reverse pick pending since 8 days..calling ur cs team everyday..no response,delivery_issue
555319,249652,Sat Dec 02 21:09:04 +0000 2017,"@AmazonHelp Nothing. They just told me to wait until Monday, which is unacceptable. They claim nothing can be done. It needs to be delivered today, or there's no point in delivering it, at all.",delivery_issue
